geneSet,description,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId,cancer,method,logFDR
GO:0030881,beta-2-microglobulin binding,http://amigo.geneontology.org/amigo/term/GO:0030881,5,2,0.199372979,10.03144963,0.014640277,0.444758391,2217;3133,HLA-E;FCGRT,ProstateCancer,MF,0.351875849
GO:0042289,MHC class II protein binding,http://amigo.geneontology.org/amigo/term/GO:0042289,5,2,0.199372979,10.03144963,0.014640277,0.444758391,920;972,CD74;CD4,ProstateCancer,MF,0.351875849
GO:0043515,kinetochore binding,http://amigo.geneontology.org/amigo/term/GO:0043515,5,2,0.199372979,10.03144963,0.014640277,0.444758391,1062;7272,CENPE;TTK,ProstateCancer,MF,0.351875849
GO:0061676,importin-alpha family protein binding,http://amigo.geneontology.org/amigo/term/GO:0061676,5,2,0.199372979,10.03144963,0.014640277,0.444758391,5925;22974,TPX2;RB1,ProstateCancer,MF,0.351875849
GO:0010385,double-stranded methylated DNA binding,http://amigo.geneontology.org/amigo/term/GO:0010385,5,2,0.199372979,10.03144963,0.014640277,0.444758391,1958;9555,EGR1;H2AFY,ProstateCancer,MF,0.351875849
GO:0032554,purine deoxyribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032554,5,2,0.199372979,10.03144963,0.014640277,0.444758391,3326;25939,SAMHD1;HSP90AB1,ProstateCancer,MF,0.351875849
GO:0055131,C3HC4-type RING finger domain binding,http://amigo.geneontology.org/amigo/term/GO:0055131,5,2,0.199372979,10.03144963,0.014640277,0.444758391,3301;3303,HSPA1A;DNAJA1,ProstateCancer,MF,0.351875849
GO:0003916,DNA topoisomerase activity,http://amigo.geneontology.org/amigo/term/GO:0003916,5,2,0.199372979,10.03144963,0.014640277,0.444758391,7153;7155,TOP2A;TOP2B,ProstateCancer,MF,0.351875849
GO:0016929,SUMO-specific protease activity,http://amigo.geneontology.org/amigo/term/GO:0016929,5,2,0.199372979,10.03144963,0.014640277,0.444758391,10208;26054,SENP6;USPL1,ProstateCancer,MF,0.351875849
GO:0031490,chromatin DNA binding,http://amigo.geneontology.org/amigo/term/GO:0031490,81,8,3.229842265,2.476901144,0.015132312,0.444758391,604;639;1108;2033;3066;3192;9555;10664,CHD4;HNRNPU;EP300;PRDM1;CTCF;H2AFY;HDAC2;BCL6,ProstateCancer,MF,0.351875849
GO:0035258,steroid hormone receptor binding,http://amigo.geneontology.org/amigo/term/GO:0035258,81,8,3.229842265,2.476901144,0.015132312,0.444758391,2033;2114;3164;5925;8013;8031;8202;23019,NR4A1;ETS2;NR4A3;NCOA4;EP300;CNOT1;RB1;NCOA3,ProstateCancer,MF,0.351875849
GO:0035259,glucocorticoid receptor binding,http://amigo.geneontology.org/amigo/term/GO:0035259,14,3,0.558244342,5.373990874,0.016503302,0.466325747,2114;3164;8013,NR4A1;ETS2;NR4A3,ProstateCancer,MF,0.331310605
GO:0001102,RNA polymerase II activating transcription factor binding,http://amigo.geneontology.org/amigo/term/GO:0001102,38,5,1.515234643,3.299818958,0.016704251,0.466325747,1387;1959;2033;3725;5925,CREBBP;JUN;EP300;EGR2;RB1,ProstateCancer,MF,0.331310605
GO:0003727,single-stranded RNA binding,http://amigo.geneontology.org/amigo/term/GO:0003727,67,7,2.671597923,2.620154754,0.016900859,0.466325747,3192;3609;5725;9775;10492;26986;51663,EIF4A3;HNRNPU;ZFR;PABPC1;SYNCRIP;PTBP1;ILF3,ProstateCancer,MF,0.331310605
GO:0060590,ATPase regulator activity,http://amigo.geneontology.org/amigo/term/GO:0060590,39,5,1.555109239,3.215208215,0.018552435,0.482902191,3301;3337;9531;10808;11080,DNAJB1;DNAJB4;HSPH1;BAG3;DNAJA1,ProstateCancer,MF,0.316140825
GO:0035035,histone acetyltransferase binding,http://amigo.geneontology.org/amigo/term/GO:0035035,26,4,1.036739493,3.858249858,0.018573161,0.482902191,1958;4205;8013;50943,FOXP3;MEF2A;EGR1;NR4A3,ProstateCancer,MF,0.316140825
GO:0061980,regulatory RNA binding,http://amigo.geneontology.org/amigo/term/GO:0061980,26,4,1.036739493,3.858249858,0.018573161,0.482902191,3181;9782;23369;29066,MATR3;HNRNPA2B1;ZC3H7A;PUM2,ProstateCancer,MF,0.316140825
GO:0000980,RNA polymerase II distal enhancer sequence-specific DNA binding,http://amigo.geneontology.org/amigo/term/GO:0000980,85,8,3.389340649,2.36034109,0.019754273,0.501498669,468;571;1108;2313;3066;3725;4208;23411,MEF2C;CHD4;JUN;ATF4;FLI1;SIRT1;BACH1;HDAC2,ProstateCancer,MF,0.299730215
GO:0030676,Rac guanyl-nucleotide exchange factor activity,http://amigo.geneontology.org/amigo/term/GO:0030676,15,3,0.598118938,5.015724816,0.020030272,0.501498669,1794;7074;57580,PREX1;TIAM1;DOCK2,ProstateCancer,MF,0.299730215
GO:0051019,mitogen-activated protein kinase binding,http://amigo.geneontology.org/amigo/term/GO:0051019,27,4,1.076614088,3.715351715,0.021135331,0.507242475,1843;7175;8826;23411,TPR;IQGAP1;DUSP1;SIRT1,ProstateCancer,MF,0.294784387
GO:0043008,ATP-dependent protein binding,http://amigo.geneontology.org/amigo/term/GO:0043008,6,2,0.239247575,8.35954136,0.021385223,0.507242475,3326;10769,HSP90AB1;PLK2,ProstateCancer,MF,0.294784387
GO:0061629,RNA polymerase II sequence-specific DNA-binding transcription factor binding,http://amigo.geneontology.org/amigo/term/GO:0061629,6,2,0.239247575,8.35954136,0.021385223,0.507242475,6872;9314,KLF4;TAF1,ProstateCancer,MF,0.294784387
GO:0050780,dopamine receptor binding,http://amigo.geneontology.org/amigo/term/GO:0050780,16,3,0.637993534,4.702242015,0.023938539,0.513728656,2778;5781;10672,GNAS;PTPN11;GNA13,ProstateCancer,MF,0.289266209
GO:0070577,lysine-acetylated histone binding,http://amigo.geneontology.org/amigo/term/GO:0070577,16,3,0.637993534,4.702242015,0.023938539,0.513728656,6046;6872;23198,BRD2;PSME4;TAF1,ProstateCancer,MF,0.289266209
GO:0140033,acetylation-dependent protein binding,http://amigo.geneontology.org/amigo/term/GO:0140033,16,3,0.637993534,4.702242015,0.023938539,0.513728656,6046;6872;23198,BRD2;PSME4;TAF1,ProstateCancer,MF,0.289266209
GO:0071837,HMG box domain binding,http://amigo.geneontology.org/amigo/term/GO:0071837,16,3,0.637993534,4.702242015,0.023938539,0.513728656,1959;3725;4208,MEF2C;JUN;EGR2,ProstateCancer,MF,0.289266209
GO:0017136,NAD-dependent histone deacetylase activity,http://amigo.geneontology.org/amigo/term/GO:0017136,16,3,0.637993534,4.702242015,0.023938539,0.513728656,3066;9734;23411,HDAC9;SIRT1;HDAC2,ProstateCancer,MF,0.289266209
GO:0034979,NAD-dependent protein deacetylase activity,http://amigo.geneontology.org/amigo/term/GO:0034979,16,3,0.637993534,4.702242015,0.023938539,0.513728656,3066;9734;23411,HDAC9;SIRT1;HDAC2,ProstateCancer,MF,0.289266209
GO:0004407,histone deacetylase activity,http://amigo.geneontology.org/amigo/term/GO:0004407,42,5,1.674733026,2.985550486,0.024887853,0.517667346,1108;3066;5926;9734;23411,CHD4;HDAC9;ARID4A;SIRT1;HDAC2,ProstateCancer,MF,0.285949229
GO:0033558,protein deacetylase activity,http://amigo.geneontology.org/amigo/term/GO:0033558,42,5,1.674733026,2.985550486,0.024887853,0.517667346,1108;3066;5926;9734;23411,CHD4;HDAC9;ARID4A;SIRT1;HDAC2,ProstateCancer,MF,0.285949229
GO:0003678,DNA helicase activity,http://amigo.geneontology.org/amigo/term/GO:0003678,43,5,1.714607622,2.916119079,0.027272705,0.525618169,1106;1108;5965;8607;23064,CHD4;SETX;RUVBL1;CHD2;RECQL,ProstateCancer,MF,0.279329631
GO:0003725,double-stranded RNA binding,http://amigo.geneontology.org/amigo/term/GO:0003725,58,6,2.31272656,2.594340422,0.027324774,0.525618169,1213;3192;3326;3609;4154;51663,HNRNPU;CLTC;ZFR;HSP90AB1;MBNL1;ILF3,ProstateCancer,MF,0.279329631
GO:0051010,microtubule plus-end binding,http://amigo.geneontology.org/amigo/term/GO:0051010,17,3,0.67786813,4.425639543,0.028228062,0.525618169,667;5048;11004,KIF2C;PAFAH1B1;DST,ProstateCancer,MF,0.279329631
GO:0070840,dynein complex binding,http://amigo.geneontology.org/amigo/term/GO:0070840,17,3,0.67786813,4.425639543,0.028228062,0.525618169,1063;5048;7175,CENPF;TPR;PAFAH1B1,ProstateCancer,MF,0.279329631
GO:0019966,interleukin-1 binding,http://amigo.geneontology.org/amigo/term/GO:0019966,7,2,0.279122171,7.165321165,0.029157813,0.525618169,2;7850,A2M;IL1R2,ProstateCancer,MF,0.279329631
GO:0001161,intronic transcription regulatory region sequence-specific DNA binding,http://amigo.geneontology.org/amigo/term/GO:0001161,7,2,0.279122171,7.165321165,0.029157813,0.525618169,604;3298,HSF2;BCL6,ProstateCancer,MF,0.279329631
GO:0044213,intronic transcription regulatory region DNA binding,http://amigo.geneontology.org/amigo/term/GO:0044213,7,2,0.279122171,7.165321165,0.029157813,0.525618169,604;3298,HSF2;BCL6,ProstateCancer,MF,0.279329631
GO:0042608,T cell receptor binding,http://amigo.geneontology.org/amigo/term/GO:0042608,7,2,0.279122171,7.165321165,0.029157813,0.525618169,1794;3133,HLA-E;DOCK2,ProstateCancer,MF,0.279329631
GO:0032552,deoxyribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032552,7,2,0.279122171,7.165321165,0.029157813,0.525618169,3326;25939,SAMHD1;HSP90AB1,ProstateCancer,MF,0.279329631
GO:0004887,thyroid hormone receptor activity,http://amigo.geneontology.org/amigo/term/GO:0004887,7,2,0.279122171,7.165321165,0.029157813,0.525618169,8013;10902,NR4A3;BRD8,ProstateCancer,MF,0.279329631
GO:0016763,"transferase activity, transferring pentosyl groups",http://amigo.geneontology.org/amigo/term/GO:0016763,30,4,1.196237876,3.343816544,0.030071299,0.534952581,143;10135;23411;54625,PARP14;NAMPT;PARP4;SIRT1,ProstateCancer,MF,0.271684712
GO:0019213,deacetylase activity,http://amigo.geneontology.org/amigo/term/GO:0019213,45,5,1.794356814,2.786513787,0.032466274,0.562993002,1108;3066;5926;9734;23411,CHD4;HDAC9;ARID4A;SIRT1;HDAC2,ProstateCancer,MF,0.249497004
GO:0003950,NAD+ ADP-ribosyltransferase activity,http://amigo.geneontology.org/amigo/term/GO:0003950,18,3,0.717742726,4.17977068,0.03289678,0.562993002,143;23411;54625,PARP14;PARP4;SIRT1,ProstateCancer,MF,0.249497004
GO:0008574,"ATP-dependent microtubule motor activity, plus-end-directed",http://amigo.geneontology.org/amigo/term/GO:0008574,18,3,0.717742726,4.17977068,0.03289678,0.562993002,3832;9585;9928,KIF14;KIF20B;KIF11,ProstateCancer,MF,0.249497004
GO:0043175,RNA polymerase core enzyme binding,http://amigo.geneontology.org/amigo/term/GO:0043175,31,4,1.236112472,3.235951494,0.033475235,0.565731467,3192;8202;9221;51322,HNRNPU;WAC;NOLC1;NCOA3,ProstateCancer,MF,0.247389665
GO:0008094,DNA-dependent ATPase activity,http://amigo.geneontology.org/amigo/term/GO:0008094,79,7,3.150093073,2.222156564,0.037692066,0.603482399,546;1106;1108;5965;7153;7155;8607,TOP2A;CHD4;RUVBL1;CHD2;ATRX;TOP2B;RECQL,ProstateCancer,MF,0.219335392
GO:0016408,C-acyltransferase activity,http://amigo.geneontology.org/amigo/term/GO:0016408,8,2,0.318996767,6.26965602,0.03786578,0.603482399,9517;10558,SPTLC2;SPTLC1,ProstateCancer,MF,0.219335392
GO:0016801,"hydrolase activity, acting on ether bonds",http://amigo.geneontology.org/amigo/term/GO:0016801,8,2,0.318996767,6.26965602,0.03786578,0.603482399,6051;10768,AHCYL1;RNPEP,ProstateCancer,MF,0.219335392
GO:0051428,peptide hormone receptor binding,http://amigo.geneontology.org/amigo/term/GO:0051428,19,3,0.757617321,3.959782749,0.037940831,0.603482399,2778;3717;5781,GNAS;PTPN11;JAK2,ProstateCancer,MF,0.219335392
GO:0050750,low-density lipoprotein particle receptor binding,http://amigo.geneontology.org/amigo/term/GO:0050750,19,3,0.757617321,3.959782749,0.037940831,0.603482399,1213;3301;8301,PICALM;CLTC;DNAJA1,ProstateCancer,MF,0.219335392
GO:0008536,Ran GTPase binding,http://amigo.geneontology.org/amigo/term/GO:0008536,33,4,1.315861664,3.039833222,0.04093026,0.628837624,332;3837;3842;23077,BIRC5;MYCBP2;KPNB1;TNPO1,ProstateCancer,MF,0.201461482
GO:0004693,cyclin-dependent protein serine/threonine kinase activity,http://amigo.geneontology.org/amigo/term/GO:0004693,33,4,1.315861664,3.039833222,0.04093026,0.628837624,983;1026;8621;9133,CDK1;CCNB2;CDKN1A;CDK13,ProstateCancer,MF,0.201461482
GO:0004003,ATP-dependent DNA helicase activity,http://amigo.geneontology.org/amigo/term/GO:0004003,33,4,1.315861664,3.039833222,0.04093026,0.628837624,1106;1108;5965;8607,CHD4;RUVBL1;CHD2;RECQL,ProstateCancer,MF,0.201461482
GO:0004197,cysteine-type endopeptidase activity,http://amigo.geneontology.org/amigo/term/GO:0004197,81,7,3.229842265,2.167288501,0.042301128,0.642596914,834;1508;1520;8239;8837;9958;26054,USP9X;CTSB;SENP6;CTSS;CASP1;USP15;CFLAR,ProstateCancer,MF,0.192061364
GO:0004402,histone acetyltransferase activity,http://amigo.geneontology.org/amigo/term/GO:0004402,49,5,1.953855197,2.559043273,0.044597348,0.662589164,675;1387;2033;6872;8202,CREBBP;BRCA2;EP300;NCOA3;TAF1,ProstateCancer,MF,0.178755671
GO:0061733,peptide-lysine-N-acetyltransferase activity,http://amigo.geneontology.org/amigo/term/GO:0061733,49,5,1.953855197,2.559043273,0.044597348,0.662589164,675;1387;2033;6872;8202,CREBBP;BRCA2;EP300;NCOA3;TAF1,ProstateCancer,MF,0.178755671
GO:0031748,D1 dopamine receptor binding,http://amigo.geneontology.org/amigo/term/GO:0031748,9,2,0.358871363,5.573027573,0.047422553,0.689411743,2778;5781,GNAS;PTPN11,ProstateCancer,MF,0.161521323
GO:0097157,pre-mRNA intronic binding,http://amigo.geneontology.org/amigo/term/GO:0097157,9,2,0.358871363,5.573027573,0.047422553,0.689411743,2033;3181,HNRNPA2B1;EP300,ProstateCancer,MF,0.161521323
GO:0061631,ubiquitin conjugating enzyme activity,http://amigo.geneontology.org/amigo/term/GO:0061631,35,4,1.395610855,2.866128466,0.049250477,0.708368563,6872;11065;29089;54926,UBE2C;UBE2T;UBE2R2;TAF1,ProstateCancer,MF,0.149740721
GO:0004725,protein tyrosine phosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0004725,84,7,3.349466053,2.08988534,0.049874008,0.709785879,1033;1843;1846;5728;5781;5788;85464,DUSP4;PTPRC;PTPN11;DUSP1;PTEN;SSH2;CDKN3,ProstateCancer,MF,0.148872645
GO:0030515,snoRNA binding,http://amigo.geneontology.org/amigo/term/GO:0030515,22,3,0.877241109,3.419812374,0.055263401,0.774496339,9221;9790;55127,HEATR1;BMS1;NOLC1,ProstateCancer,MF,0.110980631
GO:0071723,lipopeptide binding,http://amigo.geneontology.org/amigo/term/GO:0071723,10,2,0.398745959,5.015724816,0.057746947,0.774496339,929;10333,CD14;TLR6,ProstateCancer,MF,0.110980631
GO:0050664,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",http://amigo.geneontology.org/amigo/term/GO:0050664,10,2,0.398745959,5.015724816,0.057746947,0.774496339,1536;64780,CYBB;MICAL1,ProstateCancer,MF,0.110980631
GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0017017,10,2,0.398745959,5.015724816,0.057746947,0.774496339,1843;1846,DUSP4;DUSP1,ProstateCancer,MF,0.110980631
GO:0052743,inositol tetrakisphosphate phosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0052743,10,2,0.398745959,5.015724816,0.057746947,0.774496339,3636;5728,INPPL1;PTEN,ProstateCancer,MF,0.110980631
GO:0005048,signal sequence binding,http://amigo.geneontology.org/amigo/term/GO:0005048,37,4,1.475360047,2.711202603,0.058430937,0.774496339,3837;3842;8315;9221,KPNB1;BRAP;NOLC1;TNPO1,ProstateCancer,MF,0.110980631
GO:0061650,ubiquitin-like protein conjugating enzyme activity,http://amigo.geneontology.org/amigo/term/GO:0061650,37,4,1.475360047,2.711202603,0.058430937,0.774496339,6872;11065;29089;54926,UBE2C;UBE2T;UBE2R2;TAF1,ProstateCancer,MF,0.110980631
GO:0003697,single-stranded DNA binding,http://amigo.geneontology.org/amigo/term/GO:0003697,88,7,3.508964436,1.994890552,0.061230163,0.803720193,675;3181;3192;8880;10051;10592;25939,SMC2;HNRNPA2B1;HNRNPU;SMC4;SAMHD1;BRCA2;FUBP1,ProstateCancer,MF,0.09489512
GO:0034212,peptide N-acetyltransferase activity,http://amigo.geneontology.org/amigo/term/GO:0034212,55,5,2.193102773,2.279874916,0.067260084,0.815503543,675;1387;2033;6872;8202,CREBBP;BRCA2;EP300;NCOA3;TAF1,ProstateCancer,MF,0.088574148
GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,http://amigo.geneontology.org/amigo/term/GO:0016538,39,4,1.555109239,2.572166572,0.068458533,0.815503543,890;1026;9133;81669,CCNA2;CCNB2;CCNL2;CDKN1A,ProstateCancer,MF,0.088574148
GO:0070325,lipoprotein particle receptor binding,http://amigo.geneontology.org/amigo/term/GO:0070325,24,3,0.956990301,3.13482801,0.068553627,0.815503543,1213;3301;8301,PICALM;CLTC;DNAJA1,ProstateCancer,MF,0.088574148
GO:0001671,ATPase activator activity,http://amigo.geneontology.org/amigo/term/GO:0001671,24,3,0.956990301,3.13482801,0.068553627,0.815503543,3301;3337;11080,DNAJB1;DNAJB4;DNAJA1,ProstateCancer,MF,0.088574148
GO:0008187,poly-pyrimidine tract binding,http://amigo.geneontology.org/amigo/term/GO:0008187,24,3,0.956990301,3.13482801,0.068553627,0.815503543,3192;5725;26986,HNRNPU;PABPC1;PTBP1,ProstateCancer,MF,0.088574148
GO:0000774,adenyl-nucleotide exchange factor activity,http://amigo.geneontology.org/amigo/term/GO:0000774,11,2,0.438620555,4.559749832,0.068762873,0.815503543,9531;10808,HSPH1;BAG3,ProstateCancer,MF,0.088574148
GO:0035325,Toll-like receptor binding,http://amigo.geneontology.org/amigo/term/GO:0035325,11,2,0.438620555,4.559749832,0.068762873,0.815503543,6850;10333,SYK;TLR6,ProstateCancer,MF,0.088574148
GO:0033549,MAP kinase phosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0033549,11,2,0.438620555,4.559749832,0.068762873,0.815503543,1843;1846,DUSP4;DUSP1,ProstateCancer,MF,0.088574148
GO:0043560,insulin receptor substrate binding,http://amigo.geneontology.org/amigo/term/GO:0043560,11,2,0.438620555,4.559749832,0.068762873,0.815503543,3717;5781,PTPN11;JAK2,ProstateCancer,MF,0.088574148
GO:0031078,histone deacetylase activity (H3-K14 specific),http://amigo.geneontology.org/amigo/term/GO:0031078,11,2,0.438620555,4.559749832,0.068762873,0.815503543,3066;9734,HDAC9;HDAC2,ProstateCancer,MF,0.088574148
GO:0032041,NAD-dependent histone deacetylase activity (H3-K14 specific),http://amigo.geneontology.org/amigo/term/GO:0032041,11,2,0.438620555,4.559749832,0.068762873,0.815503543,3066;9734,HDAC9;HDAC2,ProstateCancer,MF,0.088574148
GO:0043014,alpha-tubulin binding,http://amigo.geneontology.org/amigo/term/GO:0043014,25,3,0.996864897,3.009434889,0.075690956,0.882191147,10808;29072;29127,SETD2;HSPH1;RACGAP1,ProstateCancer,MF,0.054437305
GO:0000993,RNA polymerase II complex binding,http://amigo.geneontology.org/amigo/term/GO:0000993,25,3,0.996864897,3.009434889,0.075690956,0.882191147,3192;8202;51322,HNRNPU;WAC;NCOA3,ProstateCancer,MF,0.054437305
GO:0043495,protein membrane anchor,http://amigo.geneontology.org/amigo/term/GO:0043495,12,2,0.47849515,4.17977068,0.080399066,0.923460822,4627;7175,TPR;MYH9,ProstateCancer,MF,0.034581525
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",http://amigo.geneontology.org/amigo/term/GO:0016811,58,5,2.31272656,2.161950352,0.080597912,0.923460822,1108;3066;5926;9734;23411,CHD4;HDAC9;ARID4A;SIRT1;HDAC2,ProstateCancer,MF,0.034581525
GO:0030332,cyclin binding,http://amigo.geneontology.org/amigo/term/GO:0030332,26,3,1.036739493,2.893687394,0.083141104,0.944594723,983;1026;8621,CDK1;CDKN1A;CDK13,ProstateCancer,MF,0.024754485
GO:0008026,ATP-dependent helicase activity,http://amigo.geneontology.org/amigo/term/GO:0008026,60,5,2.392475752,2.08988534,0.090215763,0.977969411,1106;1108;5965;8607;9775,EIF4A3;CHD4;RUVBL1;CHD2;RECQL,ProstateCancer,MF,0.009674729
GO:0070035,purine NTP-dependent helicase activity,http://amigo.geneontology.org/amigo/term/GO:0070035,60,5,2.392475752,2.08988534,0.090215763,0.977969411,1106;1108;5965;8607;9775,EIF4A3;CHD4;RUVBL1;CHD2;RECQL,ProstateCancer,MF,0.009674729
GO:1990939,ATP-dependent microtubule motor activity,http://amigo.geneontology.org/amigo/term/GO:1990939,27,3,1.076614088,2.786513787,0.090891825,0.977969411,3832;9585;9928,KIF14;KIF20B;KIF11,ProstateCancer,MF,0.009674729
GO:0050681,androgen receptor binding,http://amigo.geneontology.org/amigo/term/GO:0050681,43,4,1.714607622,2.332895263,0.090966781,0.977969411,2033;5925;8031;8202,NCOA4;EP300;RB1;NCOA3,ProstateCancer,MF,0.009674729
GO:0019783,ubiquitin-like protein-specific protease activity,http://amigo.geneontology.org/amigo/term/GO:0019783,97,7,3.867835799,1.809797614,0.0921327,0.977969411,7375;8239;9958;10208;26054;54532;220213,USP9X;SENP6;USP4;OTUD1;USP15;USP53;USPL1,ProstateCancer,MF,0.009674729
GO:0043274,phospholipase binding,http://amigo.geneontology.org/amigo/term/GO:0043274,13,2,0.518369746,3.858249858,0.09258882,0.977969411,5048;5781,PTPN11;PAFAH1B1,ProstateCancer,MF,0.009674729
GO:0005086,ARF guanyl-nucleotide exchange factor activity,http://amigo.geneontology.org/amigo/term/GO:0005086,13,2,0.518369746,3.858249858,0.09258882,0.977969411,8925;10564,HERC1;ARFGEF2,ProstateCancer,MF,0.009674729
GO:0042288,MHC class I protein binding,http://amigo.geneontology.org/amigo/term/GO:0042288,13,2,0.518369746,3.858249858,0.09258882,0.977969411,3133;7415,HLA-E;VCP,ProstateCancer,MF,0.009674729
GO:0050700,CARD domain binding,http://amigo.geneontology.org/amigo/term/GO:0050700,13,2,0.518369746,3.858249858,0.09258882,0.977969411,834;84433,CASP1;CARD11,ProstateCancer,MF,0.009674729
GO:0006968,cellular defense response,http://amigo.geneontology.org/amigo/term/GO:0006968,44,13,1.436298331,9.051044425,7.77E-10,3.37E-07,1234;3579;3702;3805;3812;3822;3823;4068;5551;6693;9437;11126;50852,PRF1;KIR2DL4;CD160;SPN;SH2D1A;NCR1;KIR3DL2;KLRC2;CCR5;ITK;KLRC3;CXCR2;TRAT1,Melanoma,pos,6.47236485
GO:0042101,T cell receptor complex,http://amigo.geneontology.org/amigo/term/GO:0042101,17,9,0.536407767,16.77828054,5.41E-10,4.53E-07,915;916;917;919;925;926;7535;8631;50852,CD8A;CD3D;CD247;CD8B;CD3E;CD3G;ZAP70;SKAP1;TRAT1,Melanoma,CC,6.343867446
GO:0032609,interferon-gamma production,http://amigo.geneontology.org/amigo/term/GO:0032609,91,16,2.970526093,5.386251289,3.21E-08,6.96E-06,914;916;2625;3595;3702;5144;6375;6693;7292;7294;8807;10125;10225;26191;51744;114836,CD2;CD3E;SPN;CD96;TXK;RASGRP1;IL18RAP;SLAMF6;ITK;XCL1;PTPN22;GATA3;TNFSF4;PDE4D;CD244;IL12RB2,Melanoma,pos,5.157308588
GO:0001772,immunological synapse,http://amigo.geneontology.org/amigo/term/GO:0001772,30,9,0.946601942,9.507692308,2.21E-07,9.27E-05,399;916;3001;3002;3932;5588;7535;8631;27040,GZMB;GZMA;CD3E;LCK;ZAP70;SKAP1;LAT;PRKCQ;RHOH,Melanoma,CC,4.032884286
GO:0042105,alpha-beta T cell receptor complex,http://amigo.geneontology.org/amigo/term/GO:0042105,5,4,0.15776699,25.35384615,4.75E-06,0.001325911,915;916;917;919,CD3D;CD247;CD3E;CD3G,Melanoma,CC,2.877485777
GO:0006925,inflammatory cell apoptotic process,http://amigo.geneontology.org/amigo/term/GO:0006925,19,6,0.620219734,9.673990802,2.18E-05,0.003070493,356;1234;3579;3707;5293;6352,CCL5;FASLG;CCR5;CXCR2;ITPKB;PIK3CD,Melanoma,pos,2.512791942
GO:0030101,natural killer cell activation,http://amigo.geneontology.org/amigo/term/GO:0030101,62,10,2.023874921,4.941016808,2.83E-05,0.003070493,639;841;914;3398;5293;5873;9437;10125;26191;51744,CD2;ID2;RAB27A;NCR1;PRDM1;RASGRP1;PTPN22;CD244;CASP8;PIK3CD,Melanoma,pos,2.512791942
GO:1990868,response to chemokine,http://amigo.geneontology.org/amigo/term/GO:1990868,80,11,2.611451511,4.212216828,5.27E-05,0.00457435,1234;3577;3579;6348;6352;6375;6846;10563;10663;27347;388372,CCL5;CXCR6;CCL3;CCL4L1;XCL2;CXCL13;CCR5;XCL1;CXCR2;STK39;CXCR1,Melanoma,pos,2.33967063
GO:0032623,interleukin-2 production,http://amigo.geneontology.org/amigo/term/GO:0032623,55,9,1.795372914,5.012886143,6.34E-05,0.004588629,916;919;2625;3902;5144;5588;6375;7128;84433,LAG3;CD247;CD3E;XCL1;PRKCQ;GATA3;PDE4D;TNFAIP3;CARD11,Melanoma,pos,2.338317042
GO:0004715,non-membrane spanning protein tyrosine kinase activity,http://amigo.geneontology.org/amigo/term/GO:0004715,40,9,1.277554619,7.044708589,3.53E-06,0.00477641,2534;3702;3718;3932;4145;6503;7294;7525;7535,FYN;LCK;TXK;ZAP70;MATK;ITK;SLA;JAK3;YES1,Melanoma,MF,2.320898389
GO:0071887,leukocyte apoptotic process,http://amigo.geneontology.org/amigo/term/GO:0071887,93,11,3.035812381,3.623412326,0.000210361,0.013042363,356;917;939;1234;3579;3707;3718;5133;5293;5588;6352,CCL5;FASLG;CD3G;CD27;PDCD1;CCR5;PRKCQ;CXCR2;ITPKB;JAK3;PIK3CD,Melanoma,pos,1.884643706
GO:0042608,T cell receptor binding,http://amigo.geneontology.org/amigo/term/GO:0042608,7,4,0.223572058,17.8913234,3.31E-05,0.015472717,916;917;2534;3932,FYN;CD3E;CD3G;LCK,Melanoma,MF,1.810433425
GO:0005164,tumor necrosis factor receptor binding,http://amigo.geneontology.org/amigo/term/GO:0005164,30,7,0.958165965,7.305623722,3.43E-05,0.015472717,356;841;970;7185;7188;7292;8744,FASLG;TRAF5;TNFSF4;TRAF1;TNFSF9;CASP8;CD70,Melanoma,MF,1.810433425
GO:0032633,interleukin-4 production,http://amigo.geneontology.org/amigo/term/GO:0032633,30,6,0.979294317,6.126860841,0.000352745,0.019136432,916;2625;3702;4851;5588;7292,CD3E;ITK;PRKCQ;GATA3;TNFSF4;NOTCH1,Melanoma,pos,1.718139042
GO:0036314,response to sterol,http://amigo.geneontology.org/amigo/term/GO:0036314,22,5,0.718149165,6.962341865,0.000597853,0.028829818,20;1234;6095;6348;23209,CCL3;CCR5;MLC1;ABCA2;RORA,Melanoma,pos,1.540158099
GO:0043548,phosphatidylinositol 3-kinase binding,http://amigo.geneontology.org/amigo/term/GO:0043548,27,6,0.862349368,6.957736878,0.000170009,0.055325097,2534;3932;5159;5295;10870;197358,FYN;LCK;HCST;NLRC3;PIK3R1;PDGFRB,Melanoma,MF,1.257077813
